IDs,Proportions,T,logV
"[793, 914]","[0.8, 0.2]",303.15,0.477186960067828
"[914, 942]","[0.6, 0.4]",303.15,0.2510166932852951
"[240, 928]","[0.55, 0.45]",303.15,-0.2059614914962463
"[618, 910]","[0.2, 0.8]",298.15,-0.1018776606668333
"[942, 959]","[0.2, 0.8]",313.15,0.4837329613076356
"[645, 810]","[0.71, 0.29]",298.15,-0.099523098698653
[974],[1.0],310.65,1.0143856423321167
"[228, 914]","[0.1, 0.9]",303.15,0.2267338745013251
"[70, 923, 645]","[0.2747, 0.337, 0.3883]",313.15,-0.2434399569933171
"[862, 923]","[0.85, 0.15]",303.15,-0.3813426852014868
"[890, 1016]","[0.1, 0.9]",298.0,-0.0672356519515704
[624],[1.0],298.0,-0.0893290342723837
"[961, 777, 890]","[0.151, 0.5067, 0.34229999999999994]",303.15,-0.1771783546968953
"[307, 938]","[0.8, 0.2]",313.15,0.2106041705609273
"[9, 923]","[0.41, 0.59]",298.15,-0.1471764646471041
"[850, 868]","[0.2, 0.8]",298.15,0.0353186495819137
"[850, 961]","[0.51, 0.49]",313.16,0.1082982425810864
"[804, 818]","[0.49, 0.51]",298.15,0.4963946218684779
"[882, 981]","[0.3, 0.7]",318.15,-0.2011214325777766
[335],[1.0],298.0,-0.214165433959629
"[765, 890]","[0.46, 0.54]",298.15,0.1023128098263518
"[920, 1016]","[0.5, 0.5]",308.15,-0.2412129799972797
"[898, 944]","[0.04, 0.96]",303.15,-0.1568684842949469
"[890, 850, 330]","[0.3939, 0.1992, 0.40690000000000004]",298.15,-0.0131387297099552
[698],[1.0],298.0,0.1085034514092646
"[75, 920]","[0.71, 0.29]",303.15,-0.3007089205919312
"[330, 863]","[0.3, 0.7]",306.483,0.1508184199338072
"[435, 1019]","[0.3, 0.7]",313.15,0.0606007344782998
"[689, 936]","[0.6, 0.4]",308.15,0.5264210506810032
"[850, 924]","[0.5, 0.5]",298.15,0.0322803903068369
"[307, 934]","[0.9, 0.1]",303.15,0.4192663340883489
"[914, 974]","[0.7, 0.3]",313.15,0.5415553320689134
"[599, 618]","[0.791, 0.209]",305.57,-0.4213859878213056
"[76, 988]","[0.5, 0.5]",313.15,-0.0517424811249776
"[689, 952]","[0.76, 0.24]",303.15,0.8886137597256463
"[233, 981]","[0.74, 0.26]",323.15,-0.1926091642167526
"[70, 741, 721, 578]","[0.0676, 0.5103, 0.0497, 0.37240000000000006]",308.15,0.0439906658781336
"[473, 961]","[0.1, 0.9]",310.65,0.1984335097329297
"[81, 859]","[0.6, 0.4]",310.65,0.0665467327030864
"[330, 932]","[0.2, 0.8]",298.15,-0.0460355949179087
[845],[1.0],318.0,0.1714135544161367
"[70, 928]","[0.3, 0.7]",318.15,-0.34344692136435
[756],[1.0],313.15,-0.3929598920744235
"[453, 862]","[0.7, 0.3]",298.15,0.3447812665014689
"[936, 981]","[0.3, 0.7]",306.15,-0.2857753600333491
"[923, 71, 944, 645]","[0.0897, 0.0962, 0.1003, 0.7138]",308.15,-0.1413425159091922
"[890, 850, 961]","[0.332, 0.229, 0.43899999999999995]",283.15,0.347986328558614
"[945, 984]","[0.8, 0.2]",313.15,0.1231850870216235
"[632, 667]","[0.7, 0.3]",308.15,0.2323932248380892
"[961, 853, 890]","[0.1248, 0.5418, 0.33340000000000003]",303.15,-0.2062096153091813
"[471, 529]","[0.7, 0.3]",308.15,0.4557241510612209
"[622, 765]","[0.5, 0.5]",310.5,0.846338434034129
"[645, 799]","[0.5, 0.5]",308.15,-0.1146136313574933
"[888, 1037, 961]","[0.08211546850674702, 0.06201179207260978, 0.8558727394206431]",298.15,0.8749888544433944
"[273, 458]","[0.3, 0.7]",303.15,-0.4699085679382485
"[331, 850, 416]","[0.5, 0.45, 0.050000000000000044]",298.15,-0.3535962737769304
"[9, 561]","[0.4, 0.6]",303.15,0.3482184366941121
"[850, 70, 330]","[0.2422, 0.2283, 0.5295]",298.15,0.1156352175020889
"[890, 981]","[0.75, 0.25]",298.15,-0.2529990045033399
"[765, 862]","[0.3, 0.7]",298.15,-0.2612360426919689
"[961, 1037]","[0.9, 0.1]",304.817,0.7529856975711818
"[890, 1016]","[0.8, 0.2]",298.0,-0.200312343519431
"[890, 961]","[0.7, 0.3]",311.483,-0.1107522854026167
"[890, 901]","[0.7, 0.3]",308.15,-0.1274212266157049
"[501, 677]","[0.7, 0.3]",318.15,0.0381928796062623
"[132, 219]","[0.3, 0.7]",303.15,-0.4969142571593938
"[872, 882]","[0.7, 0.3]",318.15,-0.1047363842151244
"[865, 894]","[0.2, 0.8]",308.15,-0.1767605818815943
"[721, 920]","[0.6, 0.4]",313.15,0.0650346119730108
"[804, 1010]","[0.2, 0.8]",323.15,1.13952746972642
"[3, 1367]","[0.7, 0.3]",298.15,0.1642374042268889
"[235, 961]","[0.7, 0.3]",305.65,-0.0575567760509719
[1016],[1.0],303.15,-0.0850047024286343
"[849, 944]","[0.5, 0.5]",305.65,0.057966468705951
"[647, 804]","[0.8, 0.2]",306.15,0.2301357207371901
"[756, 777]","[0.5, 0.5]",303.15,-0.201364606561285
"[765, 981]","[0.8, 0.2]",308.12,0.1365675768607006
"[599, 645]","[0.5, 0.5]",295.65,-0.2149230436780884
"[679, 676, 578]","[0.3995, 0.1514, 0.44909999999999994]",298.15,0.1067572701889121
[492],[1.0],305.65,1.534765199774761
"[870, 890]","[0.2, 0.8]",303.15,-0.2445126779349544
"[81, 872]","[0.6, 0.4]",313.15,-0.1103076658740748
"[862, 890]","[0.9, 0.1]",295.65,-0.3662688755810223
"[934, 981]","[0.3, 0.7]",300.65,-0.2092639365835862
"[474, 869]","[0.6, 0.4]",303.15,-0.0386001582763631
"[857, 933]","[0.6, 0.4]",303.15,-0.0320588689209086
[330],[1.0],323.15,0.3025473724874856
"[646, 741]","[0.9, 0.1]",310.65,0.1756246448733016
"[259, 898]","[0.9, 0.1]",303.15,-0.3526515953489986
"[701, 712]","[0.3, 0.7]",295.65,0.8468065581380592
"[804, 902]","[0.9, 0.1]",303.15,0.0933420443177498
"[689, 695]","[0.39, 0.61]",318.15,0.7199463043358387
"[1399, 961, 850]","[0.0164, 0.8703, 0.1133]",313.15,0.1917303933628563
[763],[1.0],309.4,-0.1597155038260611
"[635, 784]","[0.3, 0.7]",308.15,-0.2396236643896009
"[885, 961]","[0.9, 0.1]",304.817,0.3012670829495396
"[70, 923, 944, 645]","[0.3971, 0.1061, 0.208, 0.2888]",293.15,-0.1040252676409354
"[858, 1018]","[0.4, 0.6]",308.15,-0.1049670998435592
[534],[1.0],298.0,-0.0309730637132595
"[756, 765]","[0.5, 0.5]",309.817,-0.0403202639621347
"[330, 910]","[0.5, 0.5]",303.15,-0.0585413756417672
"[695, 858]","[0.84, 0.16]",313.15,0.543697155275676
"[920, 1353]","[0.6, 0.4]",308.15,-0.111742041823312
"[86, 765]","[0.4, 0.6]",308.15,-0.0840023359925124
"[81, 961]","[0.4, 0.6]",316.45,0.0839801221359352
"[667, 898]","[0.21, 0.79]",298.15,-0.2694927190017443
"[961, 81, 974]","[0.3006, 0.1047, 0.5947]",293.15,0.9930083389149298
"[786, 961]","[0.5, 0.5]",308.15,0.4197405748849977
"[441, 599]","[0.74, 0.26]",313.15,-0.4082636740910468
"[288, 979]","[0.7, 0.3]",308.15,0.0057371275508528
"[273, 920]","[0.3, 0.7]",307.35,-0.3381329474947251
"[247, 855]","[0.4, 0.6]",308.15,0.1910919396066808
"[458, 918]","[0.7, 0.3]",307.35,-0.3853010827693046
"[804, 865]","[0.79, 0.21]",298.15,0.1493325753861792
"[307, 1010]","[0.6, 0.4]",323.15,0.6247326487555885
"[944, 920, 618, 870, 721]","[0.1696, 0.2889, 0.1958, 0.2778, 0.06790000000000007]",298.15,-0.2094333748539234
[837],[1.0],298.0,0.0115977536563675
"[75, 928]","[0.1, 0.9]",309.817,-0.3280745894934749
"[902, 961]","[0.2, 0.8]",310.625,0.1417889585322555
"[741, 960]","[0.7, 0.3]",308.15,0.2986036568388343
"[777, 923]","[0.35, 0.65]",303.15,-0.2458639436752883
"[890, 981]","[0.55, 0.45]",298.15,-0.2474074222030834
"[70, 944, 645]","[0.442, 0.448, 0.11]",313.15,-0.2121146490590754
"[458, 474]","[0.7, 0.3]",308.15,-0.3433640069898174
"[962, 981]","[0.4, 0.6]",303.15,-0.0557535099648967
"[933, 934]","[0.5, 0.5]",298.15,-0.0901935609576835
"[804, 890]","[0.16, 0.84]",298.15,-0.1512309405525001
"[213, 618]","[0.5, 0.5]",306.483,-0.3153888727780362
"[70, 923, 71, 944]","[0.44, 0.19, 0.33, 0.04]",308.15,-0.0946359312331076
"[474, 898]","[0.39, 0.61]",298.15,-0.280399332544883
"[944, 920, 618, 721]","[0.2598, 0.2517, 0.2467, 0.2418]",298.15,-0.0907114758377493
"[899, 990]","[0.7, 0.3]",298.15,-0.2815321693219691
"[905, 933]","[0.1, 0.9]",298.15,0.0385454377321701
[591],[1.0],298.0,-0.2677805949013678
"[718, 777]","[0.34, 0.66]",298.15,-0.1903286415846252
"[1008, 1390]","[0.7, 0.3]",323.15,0.4323215993056547
[989],[1.0],313.15,0.3302045849219029
"[458, 784]","[0.9, 0.1]",313.15,-0.4282493332814156
"[928, 981]","[0.719, 0.281]",310.983,-0.281657483355321
"[920, 944]","[0.16, 0.84]",298.15,-0.1637233791606911
"[914, 986]","[0.1, 0.9]",310.65,1.2632188833221043
"[578, 721]","[0.1, 0.9]",308.1,0.4018131863533021
"[855, 933]","[0.22, 0.78]",303.15,-0.0542227784496425
"[916, 1351]","[0.6, 0.4]",303.8,-0.0109740100752621
"[81, 1390]","[0.1, 0.9]",313.15,0.5044951315890034
"[618, 777]","[0.06, 0.94]",298.15,-0.1799037926957769
"[348, 862]","[0.3, 0.7]",303.15,-0.3391627531676849
"[929, 973]","[0.1, 0.9]",315.65,0.2521770880482608
"[863, 974]","[0.7, 0.3]",298.15,0.3471989825397563
"[246, 849]","[0.4, 0.6]",303.15,0.2181148080084527
"[599, 920]","[0.4, 0.6]",309.4,-0.3706086360027794
"[70, 923, 944, 645]","[0.2083, 0.2773, 0.0993, 0.4151]",308.15,-0.2097852297560206
"[920, 618, 870, 721]","[0.1558, 0.2855, 0.4394, 0.1193]",308.15,-0.2426039712069758
"[139, 712]","[0.17, 0.83]",303.15,0.459611432558508
"[1375, 1382]","[0.5, 0.5]",298.15,-0.1520947996308266
"[70, 71, 944, 645]","[0.2068, 0.2337, 0.2484, 0.3111]",308.15,-0.1054070520770445
"[676, 812]","[0.26, 0.74]",318.15,0.1420100928523992
"[867, 1016]","[0.4, 0.6]",298.15,-0.1191864077192658
"[453, 937]","[0.85, 0.15]",298.15,0.3029525904939739
"[765, 920]","[0.25, 0.75]",303.15,-0.2047591130338216
"[667, 668]","[0.1, 0.9]",310.65,0.3007131763486511
"[981, 1016]","[0.4, 0.6]",298.15,-0.1104701988142624
[901],[1.0],318.15,0.0209410598623202
"[273, 1390]","[0.6, 0.4]",313.15,-0.0939682574666478
"[474, 923]","[0.07, 0.93]",308.15,-0.2735018891300667
"[873, 961]","[0.55, 0.45]",313.15,0.34563997807143
"[462, 897]","[0.6, 0.4]",298.15,-0.4402965423146437
"[720, 928]","[0.6, 0.4]",303.15,-0.2427252228277478
"[961, 862, 850]","[0.2001, 0.6, 0.19989999999999997]",298.15,-0.254144804826271
"[474, 923]","[0.57, 0.43]",308.15,-0.1226070034036074
[925],[1.0],303.15,-0.1256897213950676
"[458, 933]","[0.8, 0.2]",298.15,-0.3551939986085647
"[307, 330]","[0.67, 0.33]",298.15,0.5010009715372935
"[240, 923]","[0.05, 0.95]",303.15,-0.2564619555389437
"[635, 935]","[0.3, 0.7]",303.15,-0.0220191305298479
"[219, 1001]","[0.3, 0.7]",298.0,0.2299347545645476
"[81, 910]","[0.8, 0.2]",310.65,-0.0310335827351729
"[701, 712]","[0.2, 0.8]",295.65,0.8355092550588683
"[618, 645]","[0.8, 0.2]",298.15,-0.2424035117605307
"[510, 961]","[0.6, 0.4]",303.15,0.4099245241480371
"[721, 849]","[0.6, 0.4]",308.15,0.4046346039960543
"[578, 981]","[0.9, 0.1]",306.888,-0.5301366997627412
"[667, 784]","[0.1, 0.9]",308.15,-0.2102973967116942
"[890, 928]","[0.3, 0.7]",295.655,-0.2415085851637923
[765],[1.0],309.4,0.2758772540448854
"[132, 712]","[0.6, 0.4]",303.15,-0.0631224106272072
"[929, 973]","[0.3, 0.7]",315.65,0.2829856166578673
"[804, 910]","[0.7, 0.3]",309.06,0.0048000821782695
[1296],[1.0],298.0,0.3056662356634967
"[850, 934]","[0.7, 0.3]",298.15,-0.0142373275417672
"[861, 998]","[0.8, 0.2]",298.15,-0.2238055320063234
"[599, 850]","[0.8, 0.2]",309.06,-0.4350936918145643
"[361, 961]","[0.75, 0.25]",308.15,1.568775810158626
"[804, 897]","[0.49, 0.51]",299.817,-0.2384331140652588
"[330, 963]","[0.8, 0.2]",308.983,0.0846556035983664
"[765, 804]","[0.3, 0.7]",295.65,0.3566400815395136
"[741, 920]","[0.7, 0.3]",293.15,0.2757372727425362
"[219, 858]","[0.1, 0.9]",298.15,-0.1368047003064171
"[417, 950]","[0.7, 0.3]",310.65,0.3566467709421365
"[70, 741, 721, 578]","[0.4354, 0.061, 0.447, 0.056599999999999984]",328.15,0.0007810273534955
"[765, 916]","[0.5, 0.5]",312.15,-0.1057915591433455
"[273, 918]","[0.5, 0.5]",307.35,-0.3642919934277238
"[676, 578, 459]","[0.1018, 0.7088, 0.1894]",298.15,-0.3634570329813502
"[814, 1382]","[0.87, 0.13]",308.15,-0.2712881676277225
"[916, 928]","[0.8, 0.2]",298.15,-0.2493009486693069
"[86, 786]","[0.26, 0.74]",298.15,0.2235655190748123
"[81, 937]","[0.7, 0.3]",313.15,-0.1168575568958809
"[81, 920]","[0.1, 0.9]",313.15,-0.2576596690486771
"[233, 1004]","[0.85, 0.15]",323.15,-1.452666400562119
[527],[1.0],298.0,-0.0708449983982811
"[310, 667]","[0.8, 0.2]",298.15,0.5283747147695753
"[689, 776]","[0.3, 0.7]",303.15,0.9593207864794911
"[928, 944, 721]","[0.3715, 0.0686, 0.5599000000000001]",313.15,0.039017321997412
"[920, 1016]","[0.4, 0.6]",308.15,-0.2203777648223247
"[862, 936]","[0.4, 0.6]",303.15,-0.2683212682771104
"[437, 895]","[0.8, 0.2]",308.15,-0.2695363243634086
"[890, 919]","[0.3, 0.7]",293.15,-0.099757111677612
"[928, 933]","[0.2, 0.8]",298.15,-0.0856039478702139
"[578, 928, 944]","[0.1615, 0.5544, 0.2841]",323.15,-0.3793435201803791
"[70, 75, 988]","[0.1992, 0.4003, 0.4005000000000001]",298.15,-0.0728863880662394
"[745, 860]","[0.5, 0.5]",298.15,0.0191162904470727
"[804, 1016]","[0.5, 0.5]",308.983,-0.0411658942163347
"[458, 594]","[0.3, 0.7]",305.65,0.2086496099609325
"[3, 898]","[0.3, 0.7]",305.65,-0.1806802261025711
"[2, 981]","[0.7, 0.3]",298.15,0.480840218542777
"[440, 887]","[0.2, 0.8]",310.65,0.1120319430264733
[839],[1.0],298.15,-0.2388241868443439
"[440, 887]","[0.6, 0.4]",310.65,0.0333140502321398
"[70, 923, 71, 944, 645]","[0.16, 0.11, 0.22, 0.09, 0.41]",308.15,-0.1218230195084938
"[132, 914]","[0.8, 0.2]",303.15,-0.343614574569822
"[273, 850, 293]","[0.05, 0.2001, 0.7499]",298.15,-0.3214816209598861
"[741, 920]","[0.4, 0.6]",293.15,0.0027828389997366
"[247, 938]","[0.2, 0.8]",298.15,-0.0400931853493085
"[804, 895]","[0.45, 0.55]",303.2,0.1295143181928691
"[890, 850, 961]","[0.7146, 0.0622, 0.22319999999999995]",313.15,-0.154754200916483
[1382],[1.0],318.15,-0.1378686206869628
"[9, 777]","[0.55, 0.45]",303.15,-0.2863008473134618
"[555, 756]","[0.7, 0.3]",313.15,0.1459802410484523
"[81, 961]","[0.8, 0.2]",312.605,-0.0049653385449314
"[330, 850]","[0.9, 0.1]",298.15,0.2847768163457831
"[413, 765]","[0.7, 0.3]",295.65,-0.1894033324072082
"[712, 938]","[0.8, 0.2]",298.15,0.577862063823683
"[213, 1386]","[0.4, 0.6]",305.65,0.1307524691368608
"[862, 890]","[0.56, 0.44]",309.817,-0.426102586484947
[214],[1.0],298.0,-0.0554682774448675
"[689, 850]","[0.7, 0.3]",309.4,0.7058676466391164
"[3, 307]","[0.7, 0.3]",303.15,0.2544689470095824
"[741, 804]","[0.5, 0.5]",295.65,0.4567569974872995
"[933, 966]","[0.2, 0.8]",303.15,0.100847167723224
[933],[1.0],318.0,-0.1281702995491152
"[859, 981]","[0.4, 0.6]",298.15,0.0179314942038696
"[961, 974]","[0.25, 0.75]",302.583,0.9665689447687036
"[286, 910]","[0.1, 0.9]",313.15,-0.0984182630841721
"[659, 721]","[0.8, 0.2]",308.15,0.0040581839803215
"[645, 1202]","[0.3, 0.7]",308.15,0.0843795524592134
"[599, 645]","[0.1, 0.9]",295.65,-0.0822991665701119
"[1364, 1022]","[0.9, 0.1]",308.15,-0.009728836912041
"[69, 894]","[0.5, 0.5]",313.15,-0.4443885568467237
"[303, 578, 70]","[0.9029, 0.0175, 0.0796]",298.15,1.397348966176591
"[898, 1324]","[0.64, 0.36]",303.15,0.2451902475525494
"[529, 897]","[0.6, 0.4]",308.15,-0.2868823724292044
[226],[1.0],298.0,-0.1964058268534031
"[961, 777, 890]","[0.0785, 0.185, 0.7364999999999999]",303.15,-0.2020403562628038
"[859, 892]","[0.7, 0.3]",303.15,0.2031147867548927
"[679, 765]","[0.5, 0.5]",315.65,0.2463426205179928
"[859, 925]","[0.3, 0.7]",308.15,-0.0837530675998297
"[599, 895]","[0.3, 0.7]",308.15,-0.0694478235461908
"[918, 981]","[0.8, 0.2]",313.0,-0.282532184864475
"[599, 920]","[0.3, 0.7]",309.4,-0.3506084048657079
"[897, 928]","[0.65, 0.35]",298.15,-0.389163635411631
"[508, 920]","[0.4, 0.6]",308.15,-0.3132526920848772
"[863, 990]","[0.3, 0.7]",303.15,0.1942881491857851
"[894, 906]","[0.8, 0.2]",298.15,0.0436468236626816
"[333, 1375]","[0.4, 0.6]",303.15,-0.0059306239568954
"[584, 804]","[0.5, 0.5]",303.15,0.0446779417509779
"[458, 741]","[0.6, 0.4]",308.15,-0.2078022158638873
"[578, 928, 944]","[0.2862, 0.0623, 0.6515]",333.15,-0.4029633350223465
"[745, 1395]","[0.5, 0.5]",298.15,-0.0716553647351379
"[872, 974]","[0.2, 0.8]",310.65,0.7899070458265948
"[529, 578]","[0.2, 0.8]",313.0,-0.5537749401604469
"[1291, 981]","[0.9, 0.1]",311.9,-0.0227430886445153
"[689, 786]","[0.34, 0.66]",303.15,0.5872729984141174
"[70, 645]","[0.7, 0.3]",313.15,-0.1770256125624601
"[330, 897]","[0.59, 0.41]",299.817,-0.2017596676360896
"[695, 944]","[0.3, 0.7]",305.65,0.1309264380530563
"[86, 578]","[0.4, 0.6]",303.15,-0.4766170397730165
"[1402, 850, 330]","[0.2048, 0.2005, 0.5947]",298.15,0.1370059031471433
"[765, 1032, 872]","[0.4066, 0.3899, 0.2035]",313.15,0.0157787563890409
"[437, 777]","[0.5, 0.5]",305.65,-0.2953973134868412
"[804, 938]","[0.5, 0.5]",318.15,-0.180220442973158
"[721, 1032, 872]","[0.1995, 0.39959999999999996, 0.4009]",313.15,0.0060807827160938
"[978, 981]","[0.1, 0.9]",302.85,-0.147019824661973
"[197, 784]","[0.7, 0.3]",308.15,-0.3831281755281432
"[1376, 961]","[0.8, 0.2]",298.16,0.2233039394409476
"[741, 974]","[0.8, 0.2]",293.15,0.6937281865748844
"[804, 981]","[0.3, 0.7]",305.293,-0.2426662320875206
"[804, 850]","[0.6, 0.4]",308.983,0.0809981010696018
"[675, 679]","[0.6, 0.4]",313.15,0.5270620727188948
[1375],[1.0],303.15,-0.4599209111959525
"[578, 1028]","[0.2, 0.8]",303.15,0.1071597105632283
"[139, 701]","[0.48, 0.52]",303.15,0.1601186883307946
[159],[1.0],298.0,0.7495251781466651
"[219, 859]","[0.47, 0.53]",308.15,-0.2541598827177579
"[86, 786]","[0.56, 0.44]",298.15,0.0093448695346935
"[340, 928]","[0.42, 0.58]",308.15,-0.2533505626504759
"[532, 850]","[0.8, 0.2]",298.15,0.602763098201322
"[712, 872]","[0.9, 0.1]",305.65,0.5506598168476798
"[273, 928]","[0.6, 0.4]",304.15,-0.4002096927018654
"[890, 895]","[0.4, 0.6]",303.15,0.0694794912830085
"[804, 862]","[0.85, 0.15]",305.65,0.0036365308016389
"[444, 849]","[0.2, 0.8]",303.15,0.2260475243720939
"[70, 923, 71, 944]","[0.11, 0.3383, 0.4411, 0.1106]",298.15,-0.0409586076789063
"[902, 961]","[0.38, 0.62]",298.0,0.0495734199274394
"[307, 777]","[0.3, 0.7]",308.0,-0.0377784557542368
"[66, 501]","[0.8, 0.2]",305.65,0.3488897781897055
"[862, 946]","[0.9, 0.1]",308.15,-0.3255073417913393
"[872, 944]","[0.5, 0.5]",305.65,-0.1141260239932184
"[961, 862, 850]","[0.05, 0.9, 0.04999999999999993]",318.15,-0.4412914294668343
"[1202, 933]","[0.8, 0.2]",308.15,0.1986099866846736
"[333, 741]","[0.12, 0.88]",298.15,0.4963584072409031
"[951, 972]","[0.6, 0.4]",305.65,1.0992259919936556
"[890, 961]","[0.059, 0.941]",308.15,-0.0247864037051162
"[765, 960]","[0.4, 0.6]",305.612,0.2866875385312164
"[330, 916]","[0.9, 0.1]",303.15,0.119906659810047
"[804, 939]","[0.5, 0.5]",298.15,-0.0792657987625331
[667],[1.0],320.65,-0.0184386705819435
"[844, 961]","[0.6, 0.4]",313.15,1.492515460059494
"[882, 1038]","[0.8, 0.2]",323.15,0.3530952580430294
"[848, 961]","[0.5, 0.5]",313.15,1.0560362703263235
"[961, 1356]","[0.35, 0.65]",313.05,1.371800997806564
"[474, 961]","[0.7, 0.3]",308.2,0.3000951204858291
"[474, 960]","[0.6, 0.4]",307.506,0.2072363758669182
"[981, 928, 870, 71]","[0.1305, 0.3223, 0.2704, 0.27680000000000005]",293.15,-0.111820506081675
"[458, 594]","[0.4, 0.6]",305.65,0.0868330874309746
"[850, 1146]","[0.3, 0.7]",308.15,0.3631988953956237
"[219, 474]","[0.8, 0.2]",300.65,-0.4005569945827928
"[1376, 961]","[0.6, 0.4]",298.16,0.3957849276715736
"[788, 847]","[0.7, 0.3]",303.15,0.4832561577828975
"[938, 944]","[0.7, 0.3]",305.65,-0.1700749698650986
"[294, 679]","[0.5, 0.5]",318.0,-0.0163286171398033
"[944, 981]","[0.6, 0.4]",305.65,-0.1902100333037951
"[788, 803]","[0.3, 0.7]",303.15,0.0793124968915277
"[898, 934]","[0.7, 0.3]",298.15,-0.259518098962322
"[961, 1008]","[0.4, 0.6]",323.15,1.0565999762927811
"[514, 721]","[0.9, 0.1]",305.5,0.7854108608089083
"[71, 928]","[0.2, 0.8]",313.15,-0.2704069764413683
"[340, 679]","[0.7, 0.3]",313.15,0.0301758869184325
"[814, 981]","[0.64, 0.36]",303.15,-0.2903436714437678
"[777, 966]","[0.85, 0.15]",303.15,-0.2173191693271646
"[882, 928]","[0.2, 0.8]",318.15,-0.2591224971956981
"[934, 983]","[0.8, 0.2]",308.15,-0.0545443962074052
"[86, 784]","[0.14, 0.86]",303.15,-0.2297810335134446
"[1399, 961, 850]","[0.083, 0.8825, 0.0345]",293.15,0.8244512700366128
"[93, 578]","[0.3, 0.7]",313.0,-0.262995906763131
"[81, 727]","[0.5, 0.5]",310.65,-0.0459713017635459
"[570, 701]","[0.4, 0.6]",313.15,0.8723686484242302
"[850, 868]","[0.7, 0.3]",298.15,0.0019231521559142
[510],[1.0],303.15,0.1126050015345745
"[458, 884]","[0.7, 0.3]",323.15,-0.2397957071451687
"[765, 1054]","[0.2, 0.8]",303.16,-0.5242218783278615
"[219, 348]","[0.9, 0.1]",303.15,-0.4480957889361648
"[70, 81]","[0.4, 0.6]",315.65,-0.1661968329909457
"[849, 945]","[0.2, 0.8]",305.65,0.1149387841319313
[1248],[1.0],298.15,0.0257153839012997
[903],[1.0],311.9,0.3966161421695293
"[86, 741]","[0.9, 0.1]",308.15,-0.2914692825448456
"[920, 944, 804, 701]","[0.1233, 0.1293, 0.1428, 0.6046]",293.15,0.614580866997486
"[928, 944]","[0.2, 0.8]",301.9,-0.1615020807780527
"[86, 928]","[0.8, 0.2]",303.15,-0.2889523961329661
[944],[1.0],298.0,-0.1218480738037071
"[862, 936]","[0.7, 0.3]",303.15,-0.3189697437717358
"[676, 910]","[0.1, 0.9]",303.15,-0.0359970512383256
"[765, 954]","[0.05, 0.95]",303.15,0.6604587469995531
"[513, 765]","[0.5, 0.5]",308.983,-0.1254150818289873
"[850, 895]","[0.85, 0.15]",303.2,-0.0021272721011837
"[1248, 983]","[0.9, 0.1]",308.15,0.0200136871832711
"[933, 966]","[0.8, 0.2]",303.15,-0.0607315012719659
"[219, 741]","[0.3, 0.7]",303.15,0.1234210025883257
"[963, 966]","[0.8, 0.2]",308.15,0.1203822061703693
"[365, 769]","[0.5, 0.5]",308.15,0.753310243509546
"[457, 890]","[0.1, 0.9]",298.15,-0.0936144817998611
"[689, 872]","[0.3, 0.7]",305.65,-0.1514644874002456
"[756, 981]","[0.1, 0.9]",303.15,-0.2786332431458012
"[676, 814]","[0.47, 0.53]",298.15,0.0372807793382574
"[539, 721]","[0.79, 0.21]",308.15,0.3266134638134049
"[676, 814]","[0.57, 0.43]",298.15,0.091443745860267
"[721, 850]","[0.9, 0.1]",308.983,0.4768294084240747
"[578, 721]","[0.8, 0.2]",313.15,-0.42914053703479
"[149, 897]","[0.82, 0.18]",298.15,0.4578039962731607
"[458, 695]","[0.7, 0.3]",308.15,-0.0344699305550146
"[599, 934]","[0.7, 0.3]",303.15,-0.3237736561537788
"[890, 898]","[0.31, 0.69]",298.15,-0.4297018855820036
"[458, 872]","[0.2, 0.8]",298.15,-0.1587712827212822
"[81, 855]","[0.1, 0.9]",308.15,0.1867636184498391
"[578, 786]","[0.57, 0.43]",308.15,-0.1301728070765711
"[859, 901]","[0.9, 0.1]",303.15,0.2326338309686451
"[88, 219]","[0.8, 0.2]",308.15,-0.2958144366310714
"[689, 944]","[0.6, 0.4]",305.65,0.5275759497235989
"[3, 9]","[0.9, 0.1]",308.0,0.2028618612686169
"[923, 944]","[0.47, 0.53]",293.15,-0.1633773823853326
"[790, 858]","[0.4, 0.6]",308.15,0.0480374265616132
"[784, 804]","[0.52, 0.48]",295.65,-0.0799169852166215
"[599, 667]","[0.1, 0.9]",298.15,0.08991888072017
"[924, 1283]","[0.2, 0.8]",304.4,-0.0983344347864904
"[286, 910]","[0.2, 0.8]",313.15,-0.0948926362762323
"[307, 765]","[0.8, 0.2]",298.15,0.5413177172815199
"[864, 901]","[0.5, 0.5]",303.15,-0.1004319055067052
"[890, 765, 961]","[0.3185, 0.5628, 0.1187]",303.15,0.1937366334696467
"[81, 920]","[0.7, 0.3]",313.15,-0.0931231003086508
"[981, 870, 599, 71]","[0.1816, 0.3964, 0.2742, 0.14780000000000004]",293.15,-0.2298847052128984
"[1383, 908]","[0.1, 0.9]",303.15,0.0229156644927796
"[413, 850]","[0.1, 0.9]",295.65,-0.048132435953209
"[219, 914]","[0.2, 0.8]",313.107,0.0496917971525849
"[804, 933]","[0.1, 0.9]",308.15,-0.1074003141738452
"[70, 701]","[0.6, 0.4]",318.15,0.1387672437291788
"[277, 961]","[0.3, 0.7]",308.007,0.3337459793244694
[914],[1.0],309.567,0.3099438459560893
"[765, 937]","[0.4, 0.6]",298.15,-0.0581038597859122
"[513, 856]","[0.5, 0.5]",308.15,0.0434470210859047
