id,SMILES,flagged,category_1,category_2,category_3
954,NCCNCCN,False,primary_amine,,
955,NCCNCCNCCN,False,primary_amine,,
956,NCCO,False,primary_amine,alcohol,
957,NCc1ccccc1,False,primary_amine,,
958,NN,True,,,
959,Nc1cccc(Cl)c1,False,primary_amine,,
960,Nc1ccccc1,False,primary_amine,,
961,O,False,water,,
962,O=C(Cl)c1ccccc1,False,aromatic_ring,acid halide,
963,O=Cc1ccccc1,False,aldehyde,,
964,O=S(=O)(Cl)Cl,True,,,
965,O=S(Cl)Cl,True,,,
966,O=[N+]([O-])c1ccccc1,False,nitro,,
967,OC(C(F)(F)F)C(F)(F)F,False,alkyl_halide,,
968,OC1CCCC1,False,cyclic alkane,alcohol,
969,OCC(F)(F)F,False,alkyl_halide,,
970,OCC(O)CO,False,alcohol_3,,
971,OCC1CC1,False,cyclic alkane,alcohol,
972,OCCCO,False,alcohol_2,,
973,OCCCl,False,alkyl_halide,,
974,OCCO,False,alcohol_2,,
975,OCCc1ccccc1,False,aromatic_ring,alcohol,
976,Oc1ccccc1,False,aromatic_ring,alcohol,
977,Oc1ccccc1Cl,False,aromatic_ring,alcohol,aromatic halide
978,c1ccc(Cc2ccccc2)cc1,False,aromatic,,
979,c1ccc2c(c1)CCCC2,False,aromatic,,
980,c1ccc2ccccc2c1,False,aromatic,,
981,c1ccccc1,False,aromatic_ring,,
982,ClCCCCCl,False,alkyl_halide,,
983,N#CCc1ccccc1,False,cyanogen,,
984,Nc1ccccc1Cl,False,primary_amine,,
985,CCCCCCCCCCCCBr,False,alkyl_halide,,
986,OCCOCCOCCO,False,alcohol_2,,
987,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,False,alkene,cyclic,
988,ClC1CCCCC1,False,alkyl_halide,,
989,COC(=O)CCCCC(=O)OC,False,ester,,
990,O=C1CCCO1,False,ester,,
991,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,False,aromatic_ring,diester,
992,CCOC(=O)CC(C)=O,False,ketone,,
993,CCOC(=O)c1ccccc1C(=O)OCC,False,aromatic_ring,diester,
994,NCCCO,False,primary_amine,alcohol,
995,[2H]O[2H],True,,,
996,CCOCCC(=O)OCC,False,ester,,
997,CC(=O)OC(C)C(C)C,False,ester,,
998,CCOCCOCCO,False,alcohol_1,,
999,CCCCOC(=O)c1ccccc1,False,aromatic_ring,ester,
1000,N#CCCCCC#N,False,cyanogen,,
1001,N#CCCO,False,cyanogen,,
1003,Cc1ccccc1[N+](=O)[O-],False,nitro,,
1004,[O-][Cl+3]([O-])([O-])O,True,,,
1005,Fc1ccccc1,False,aromatic_ring,aromatic halide,
1006,NC1CCCCC1,False,primary_amine,,
1007,ClC(Cl)C(Cl)(Cl)Cl,False,alkyl_halide,,
1008,O=CC(Cl)(Cl)Cl,False,aldehyde,,
1009,O=S=O,True,,,
1010,CCOC(=O)[C@@H](O)[C@H](O)C(=O)OCC,False,ester,,
1011,OCCCCO,False,alcohol_2,,
1012,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,False,ether,alkyl halide,
1013,CCCOCCC,False,ether,,
1014,ClC(Cl)(Cl)c1ccccc1,False,aromatic_ring,alkyl halide,
1015,FC(F)(F)c1ccccc1,False,aromatic_ring,alkyl halide,
1016,c1ccncc1,False,N-aromatic heterocycle,,
1017,OCC1CCCCC1,False,cyclic alkane,alcohol,
1018,O=C1CCCC1,False,ketone,,
1019,CCS(=O)CC,False,sulfoxide,,
1020,CCCN(CCC)CCC,False,tertiary_amine,,
1021,ClCCCCl,False,alkyl_halide,,
1022,Cc1ccc(C)c(C)c1,False,aromatic,,
1023,CCCCCCCCCCCCCC(=O)OCC,False,ester,,
1024,CCCCCCCCCCCCOC(C)=O,False,ester,,
1025,CCOC(=O)C(Br)CC,False,ester,alkyl halide,
1026,CCOC(=O)C(C)Br,False,ester,alkyl halide,
1027,CCOC(=O)CCBr,False,ester,alkyl halide,
1028,CCOC(=O)CCCBr,False,ester,alkyl halide,
1029,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,alkyl_halide,,
1030,CCCCCCCCCCCl,False,alkyl_halide,,
1031,CCc1cccc(CC)c1,False,aromatic,,
1032,O=C1CCCCC1,False,ketone,,
1033,COCC(C)OCC(C)OC,False,ether,,
1034,COc1ccc(C)cc1,False,ether,,
1036,OCCOCCOCCOCCO,False,alcohol_2,,
1037,OCCN(CCO)CCO,False,tertiary_amine,alcohol,
1038,OCCNCCO,False,secondary_amine,alcohol,
1043,CCOC(=O)CC(C)C,False,ester,,
1045,CCOC(=O)Cc1ccccc1,False,aromatic_ring,ester,
1047,CCOC(=O)Oc1ccccc1,False,aromatic_ring,ester,
1049,CCOC(C)C,False,ether,,
1050,CCOC(C)CO,False,alcohol_1,,
1051,CCOC(C)OCC,False,ether,,
1054,CCOCC,False,ether,,
1055,CCOCC(C)C,False,ether,,
1056,CCOCC(C)OC(C)=O,False,ester,,
1058,CCOCC(C)OCC(C)OCC(C)O,False,alcohol_1,,
1061,CCOCCOCCOCCOCCO,False,alcohol_1,,
1066,CCO[SiH](OCC)OCC,False,organosilane,,
1067,CCO[Si](C)(CCCOCC1CO1)OCC,False,ether,,
1068,CCO[Si](CCC#N)(OCC)OCC,False,cyanogen,,
1070,CCO[Si](OCC)(OCC)OCC,False,organosiloxane,,
1071,CCS,False,thiol,,
1078,CCSSC(C)(C)C,False,disulfide,,
1080,CC[Al](CC)CC,True,,,
1088,CC[Si](CC)(O[Si](C)(C)C)O[Si](C)(C)C,False,organosiloxane,,
1089,CC[Si](Cl)(Cl)CC,True,,,
1092,CCc1c(C)ccc(C)c1C,False,aromatic,,
1094,CCc1cc(C)c(C)cc1C,False,aromatic,,
1096,CCc1cc(C)ccc1C,False,aromatic,,
1099,CCc1ccc(C(C)(C)C)cc1,False,aromatic,,
1105,CCc1ccc(CC)cc1,False,aromatic,,
1118,CCc1cccs1,False,aromatic heterocycle,thiophene,
1120,CN(C)N=O,False,nitrous,,
1128,COC(=O)CC#N,False,cyanogen,,
1131,COC(=O)CCS,False,ester,thiol,
1133,COC(=O)Cl,False,ether,,
1134,COC(C)C,False,ether,,
1138,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,ether,alkyl halide,
1143,COCC(C)N,False,primary_amine,,
1145,COCC(C)OC(C)=O,False,ester,,
1146,COCC(C)OCC(C)O,False,alcohol_1,,
1150,COCCOCCOCCOCCO,False,alcohol_1,,
1152,COCCOCCOCCOCCOCCOC,False,ether,,
1154,COO,True,,,
1155,COP(=O)(OC)OC,False,organophosphate,,
1157,CO[SiH](OC)OC,False,alkoxysilane,,
1159,CO[Si](CCCS)(OC)OC,False,thiol,,
1160,CO[Si](OC)(OC)OC,False,organosiloxane,,
1161,CS(=O)(=O)Cl,True,,,
1171,C[C@@H]1CCC[C@H](C)C1,False,alkane,cyclic,
1173,C[C@@H]1CC[C@@H](C)C1,False,alkane,cyclic,
1175,C[C@H]1CCCC[C@H]1O,False,alkane,cyclic,alcohol
1187,C[Si](C)(C)N[Si](C)(C)C,False,secondary_amine,,
1189,C[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
1191,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
1192,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
1195,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
1196,C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,False,organosiloxane,,
1202,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,organosiloxane,,
1204,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,organosiloxane,,
1207,Cc1cc(C)c(C)c(C)c1,False,aromatic,,
1212,Cc1ccc(C)s1,False,thiopene,,
1214,Cc1ccc(Cl)cc1Cl,False,aromatic_halide,,
1225,Cc1ccccc1C,False,aromatic_ring,,
1228,Cc1ccccc1Cl,False,aromatic_ring,aromatic halide,
1229,Cc1ccccn1,False,N-aromatic heterocycle,,
1236,Cl/C=C\CCl,False,alkyl_halide,,
1240,ClC(Cl)CC(Cl)(Cl)Cl,False,alkyl_halide,,
1241,ClC(Cl)c1ccccc1,False,aromatic_ring,alkyl halide,
1242,ClC/C=C/CCl,False,alkyl_halide,,
1244,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,False,alkyl_halide,,
1245,ClCBr,False,alkyl_halide,,
1246,ClCC(Cl)(Cl)Cl,False,alkyl_halide,,
1248,ClCC(Cl)Cl,False,alkyl_halide,,
1260,Cl[Sn](Cl)(Cl)Cl,True,,,
1262,Cn1cccc1,False,N-aromatic heterocycle,,
1263,FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,False,alkyl_halide,,
1270,FC(F)(F)C(Cl)Cl,False,alkyl_halide,,
1280,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,False,alkyl_halide,,
1283,Fc1c(F)c(F)c(F)c(F)c1F,False,aromatic_halide,,
1284,Fc1ccc(F)cc1,False,aromatic_halide,,
1287,ICI,False,alkyl_halide,,
1291,N#Cc1ccccc1,False,cyanogen,,
1292,NC1CCCC1,False,primary_amine,,
1295,O=C(Cl)C(Cl)(Cl)Cl,False,alkyl_halide,,
1296,O=C(Cl)C(Cl)Cl,False,alkyl_halide,,
1298,O=C(Cl)c1cccc(Cl)c1,False,aromatic_halide,,
1301,O=C(O)CC1CCCC1,False,carboxylic_acid,,
1305,O=CC(Cl)Cl,False,aldehyde,,
1307,O=CC1CCCCC1,False,aldehyde,,
1308,O=CC=O,False,aldehyde,,
1310,O=Cc1ccco1,False,aldehyde,,
1312,O=S(=O)(O)F,True,,,
1313,O=S(=O)(O)O,True,,,
1314,O=[N+]([O-])O,False,nitro,,
1319,OCC(O)CCl,False,alkyl_halide,,
1322,OCCCCOC1CCCO1,False,ether,,
1323,OCCCc1ccccc1,False,aromatic_ring,alcohol,
1324,OCCOCCO,False,alcohol_2,,
1328,OO,True,,,
1329,OOCCCc1ccccc1,False,aromatic_ring,alcohol,
1335,Sc1ccccc1,False,aromatic_ring,thiol,
1342,c1ccc2ncccc2c1,False,N-aromatic heterocycle,,
1345,OCCCCCO,False,alcohol_2,,
1346,C[C@H](O)CN,False,primary_amine,alcohol,
1347,COP(C)(=O)OC,False,phosphonate,,
1348,CO[PH](=O)OC,False,phosphonate,,
1349,Cl[Si](Cl)(Cl)Cl,True,,,
1350,COCOCOCOCOC,False,ether,,
1351,[2H]OCCCCC,True,,,
1352,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,False,organosiloxane,,
1353,Cc1cccc([N+](=O)[O-])c1,False,nitro,,
1354,N#CCCl,False,cyanogen,alkyl halide,
1355,c1cscn1,False,"N,S-aromatic heterocycle",,
1356,OCCCOCCCO,False,alcohol_2,,
1357,OCC(F)(F)C(F)(F)F,False,alkyl_halide,,
1358,OCC(F)(F)C(F)F,False,alkyl_halide,,
1359,OCCN1CCOCC1,False,tertiary_amine,,
1360,C1COCO1,False,ether,,
1361,CC(C)(C)C(=O)O,False,carboxylic_acid,,
1363,CC(C)CCCC(C)CCCC(C)CCCC(C)C,False,alkane,,
1364,CC(CC(C)(C)C)CC(C)(C)C,False,alkane,,
1365,CCC(=O)OCc1ccccc1,False,aromatic_ring,ester,
1367,CCCC#N,False,cyanogen,,
1368,CCCC=O,False,aldehyde,,
1369,CCCCBr,False,alkyl_halide,,
1370,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,False,organophosphate,,
1371,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,False,ester,,
1373,CCCCCCCCCl,False,alkyl_halide,,
1374,CCCCN(CCO[N+](=O)[O-])[N+](=O)[O-],False,nitro,,
1375,CCCN,False,primary_amine,,
1376,CCN(CC)C(C)=O,False,amide,,
1377,CCOC(=O)C(C)CC,False,ester,,
1379,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,ether,alkyl halide,
1380,CCOP(=O)(OCC)OCC,False,organophosphate,,
1382,COCCOCCOC,False,ether,,
1383,COCOCOC,False,ether,,
1385,Cc1ccccc1O,False,aromatic_ring,alcohol,
1386,Clc1cccc2ccccc12,False,aromatic_halide,,
1388,NCCNCCO,False,primary_amine,alcohol,
1389,OC1CCCCC1,False,cyclic alkane,alcohol,
1390,OCc1ccccc1,False,aromatic_ring,alcohol,
1391,c1ccc(-c2ccccc2)cc1,False,aromatic,,
1392,c1ccc(Oc2ccccc2)cc1,False,ether,,
1393,Cl,True,,,
1394,OCCOc1ccccc1,False,aromatic_ring,alcohol,ether
1395,COCc1ccccc1,False,aromatic_ring,ether,
1396,COc1cccc(C)c1,False,ether,,
1397,O=CC(Br)(Br)Br,False,aldehyde,,
1399,C1N2CN3CN1CN(C2)C3,True,,,
1400,CC1CCC(=O)CC1,False,ketone,,
1401,CCCCCCCCCCCCC,False,alkane,,
1402,CCN(CC)CC,False,tertiary_amine,,
1403,CC(C)(N)CO,False,primary_amine,alcohol,
